id,location,mode,required_skills,description
p465,Hyderabad,PHYGITAL,Good understanding of  android platform(Raspberry Pi 3),"<p>Android run on Linux Kernel and Android Linux Kernel source code need to be customized for various new hardware platform to make it run. For that we need customized kernel and porting/optimization based on hardware CPU chipset. Building your own kernel can be a rewarding experience as it will give you a greater degree of control over your Android device, from the CPU, RAM, GPU. This is a very hands-on process that involves a lot of compiling and console commands and understanding of Android and Kernel. Tasks: 1.Compile custom kernel for your android platform(Raspberry Pi 3) and port it. android provides the open source kernel code in repo. We have to download it and compile using android provided scripts. 2.Download the compiled binaries and Make the board up and run and download any android application on the same platform and run it.</p>
"
p466,Hyderabad,PHYGITAL,Good Programming Skills,"<p>Android is providing the opensource AOSP code and any one can download this AOSP code and add his own device specific files or modify to generate the final binary for many different platforms. Tasks: 1.Download Android ASOP code and understand build system. 2.Generate the binaries for standerd AOSP code. 3.Add new device as per android guideline and generate new device type binaries.</p>
"
p470,Hyderabad,PHYGITAL,"Python,ML /AI","<p>Object detection will be one of the most crucial components in autonomus vehicle driving. Automatic object detection in an image and annotate(tag) with the appropriate name.</p>
"
p473,Hyderabad,PHYGITAL, Good understanding of AR/VR concepts,"<p>Khronos OpenXR is an open, royalty-free standard for creating true cross-platform immersive (VR, AR , XR ) experiences. It enables applications to reach a wider array of hardware platforms without having to port or re-write their immersive application code. Implement and port immersive experience application based on Khronos OpenXR standard which can be ran on different platforms.</p>
"
p474,Hyderabad,PHYGITAL,Good Programming Skills,"<p>Autonomous driving trend is at the peak of its application. Collision avoidance is an obvious safety feature for these machines. This feature has fallen short in cases where the vehicles are occluded. Even the pioneers in this field like Tesla have loop holes in this area. You will work on developing an Algorithm to avoid collisions with occluded vehicles and validate the same over simulation. Needs understanding of C++, Python &amp; OpenCV, TensorFlow</p>
"
p475,Hyderabad,PHYGITAL,Good Programming Skills,"<p>The fastest supercomputers in the world today solve problems at the petascale&mdash;that is a quadrillion (10 to the power of 15) calculations each second. While these petascale systems are quite powerful, the next milestone in computing achievement is the exascale(10 to the power of 18)&mdash;a higher level of performance in computing that will have profound impacts on everyday life. Computational science related algorithms need to be parallelized and accelerated by leveraging shared memory and distributed memory optimization techniques. Becnhmarks need to be demonstrated to check Exasacle readiness of applications Technologies: OpenMP, MPI, CUDA, Fortran, C++, GPU / HPC programming</p>
"
p476,Hyderabad,PHYGITAL,GPU programming,"<p>GPU offloading of legacy 3D Graphics and Gaming applications and demonstration of benchmarks on mobile graphics platforms(Integrated GPUs) Technologies: OpenGL-ES, Vulkan, GPU programming, 3D Graphics / Gaming</p>
"
p477,Chennai,PHYGITAL,"Java,Python,Powershell,JSON","<p>Intern need to work on automation of cloud services and to build advanced automation services to help enterprise for fullstack application deployment Skill Set Required :</p>
"
p482,Bangalore,PHYGITAL,"Basic Cloud Skills, Scripting, Coding","<p>Repetable Cloud solutions for Bancs and BPS needs to be digitized so that cloud solution team can focus on complex deals Skills Required: Cloud Knowledge and Scripting</p>
"
p494,Bangalore,DIGITAL, full-Stack programing skills,"<p>Developing POC for this product. Technology stack includes microservices and mobile application development. This product &trade; is a suite of ready to use omni-channel services ingrained into a modern POS to fast track unified commerce transformation for retailers. Its extensible architecture and industry leading data model helps retailers to seamlessly orchestrate omni-channel journeys for their customers by enabling stores to extend their web and mobile channels. This product &trade; is hardware agnostic, reducing retailers&rsquo; total cost of ownership by eliminating the need to be tied to proprietary hardware typically prescribed by traditional POS solutions.</p>
"
p497,Kochi,PHYGITAL,Python Programming,"<p>ATM Testing Automation</p>
"
p508,Bangalore,DIGITAL,HTML and CSS,"<p>proactive and timely manner. Companies therefore need to create a universal wellness platform that facilitates the aggregation of data from a broad range of wearables and apps. Such a platform should also foster real-time engagement with consumers</p>
"
p516,Gurgaon,PHYGITAL,"Redux,ReactJS","<p>Apttus,GMIS, Trilogy, Portal are a cloud based (SaaS) Contract Lifecycle Management (CLM) system built on the Salesforce platform. The APTTUS system is used to create, review, store and manage contracts for R&amp;D Contracting organization. GSA pulls employee and contractor details from active directory for Apttus.GMIS, Trilogy and Portals are used for Case Submissions like adverse events , Medical Enquiry and product complaints. These systems have further integrated with other CRMS and also have number of downstream applications through which business pull out analytical reports for their day to day work.</p>
"
p518,Bangalore,PHYGITAL,"C#,Angular JS","<p>Digitisation, re-imagination and transformation of various customer facing Net banking and Mobile Banking applications to provide Best in class customer experience, leveraging simple and modern technologies, delivered with Agility</p>
"
p519,Bangalore,PHYGITAL,"C#,Web API Development","<p>Technology simplification, Modernisation of legacy applications into to new digital technologies and platforms</p>
"
p520,Bangalore,PHYGITAL,"Kubernetes,Aws","<p>Participate in understanding the Cloud foundation service and building high-performing, scalable, enterprise-grade platform in cloud services</p>
"
p521,Bangalore,PHYGITAL, Advanced Java,"<p>Participate in understanding the Cloud foundation service and building high-performing, scalable, enterprise-grade platform in cloud services</p>
"
p522,Bangalore,PHYGITAL,"Python,Aws","<p>Participate in understanding the Cloud foundation service and building high-performing, scalable, enterprise-grade platform in cloud services</p>
"
p523,Bangalore,PHYGITAL,"SQL,teradata","<p>Develop Big Data solutions on Hadoop-centric platform that ingests data from multiple source systems and executes business use cases for advanced analytics (machine learning) at scale, across the comprehensive dataset and facilitates data discovery by advanced analytics users.</p>
"
p524,Bangalore,PHYGITAL,"Hadoop,Teradata.","<p>Develop Big Data solutions on Hadoop-centric platform that ingests data from multiple source systems and executes business use cases for advanced analytics (machine learning) at scale, across the comprehensive dataset and facilitates data discovery by advanced analytics users.</p>
"
p525,Bangalore,PHYGITAL,RPA with AI & ML,"<p>Automation of business processes using robotic process automation</p>
"
p527,Bangalore,PHYGITAL,"Linux,Junit,.CI/CD","<p>Automate the config, release and deployment process of applications using Continious integration and continious delivery (CI/CD) tools</p>
"
p528,Bangalore,PHYGITAL,"MVC,Web API Development","<p>Development of Best in class products and front end interfaces for Security Trading platforms</p>
"
p529,Bangalore,PHYGITAL,"MVC, Web api","<p>Development of Best in class products and front end interfaces for Commercial lending platforms</p>
"
p530,Bangalore,PHYGITAL,"Hiberante, Spring framework","<p>Development based on Platform Needs</p>
"
p531,Bangalore,PHYGITAL,"Hiberante,Spring Framework","<p>Development based on Platform Needs</p>
"
p532,Mumbai,PHYGITAL,"IoT,AR/VR programming,Apps,Augmented Reality,Databases","<p>Marketing spend on augmented reality (43%) is already exceeding gaming/ entertainment (21%) and education (19%), but marketing management platforms have not kept pace. To maximize AR investments, Marketing Leaders need to track and manage AR campaigns with the same detail and diligence as any other marketing programs. Help us create a first-in-market enterprise AR campaign management solution. We will create a Salesforce Marketing Cloud module/extension to create, track and manage AR marketing programs. The project requires researching AR market, creating a capabilities map, developing a revenue model, capturing requirements and running an agile MVP cycle. Capabilities will include: &bull; AR branded content storage on Heroku or Salesforce CMS &bull; AR marketing templates (example, AR enabled Google ad template) &bull; AR Builder (ability to take existing marcomm and add AR markers/content) &bull; AR marketing data map for Salesforce &bull; Pre-built AR marketing analytics and reporting &bull; Key output will be a Salesforce AppExchange App --&ldquo;&rdquo; --in which anyone can embed an AR marker and content into an existing datasheet PDF.</p>
"
p533,Mumbai,DIGITAL,"creating Apps,Exposure to AI/NLP in coursework","<p>Large organizations spend millions of dollars every year sponsoring marketing events of all shapes and sizes, working to lure customers to consume their thought leadership and IP, and most important for customers to meeting with them for meaningful engagement to identify, advance, or close business opportunities. Unfortunately drawing clear lines of real impact of these investments to opportunity or revenue influence is very difficult. And ability to ensure what impact does happen requires ensuring the objectives for those meetings are clear, and that the right people and thinking are involved. This project is rethinking how these event-based meetings are planned, executed, and ultimately creating clear traceability to opportunity and revenue impact. Moreover it means leveraging technology available to us to go exponential with meeting planning, execution, and driving outcomes &ndash; e.g. AI to recommend meeting participants based on agendas, next best action to drive meaningful outcomes, and transparency and collaboration for meeting scheduling and planning. Use AI to predict costs based on cost-benefit analysis of previous events and adaptation to current geography. This project requires statistical understanding of data and various industry problems. Training will be imparted on industry model for statistical data inferences for faster decision making, as well as event-based marketing and campaigns.</p>
"
p534,Ahmedabad,DIGITAL,"Data capture from images,,AI/ML,AR/VR programming","<p>With low unemployment rates, companies are pursuing more diverse candidate pools to fill roles that have been male dominated, i.e. field service technicians. Currently, the female-employee representation in Fieldforce is &lt;1%. This is actually a subcategory of STEM, which we&#39;re dubbing #FieldSTEM. To further drive diversity in STEM roles, we have to create education, tools and culture to open up opportunities in specific roles/jobs. This team envisions the WeFIRM solution&mdash;Women engaged in Field Install, Repair and Maintenance--to help companies better recruit, train and support women in field service/technical roles. Collaborating with our Business Unit, the the team's Practice group will leverage the WiSE (Women in Service) Framework to define a set of requirements for the  Platform solution, including a #FieldSTEM community. Note: Our target launch day is March 8, International Women&rsquo;s day.</p>
"
p535,Mumbai,DIGITAL,exposure to coding,"<p>Despite the initial announcement of Salesforce Blockchain, CRM still lacks practical use cases for customer experience, sales, service, and marketing. In this project, the team will identify 3-5 CRM-specific blockchain use cases, define a set of requiremens, and develop a blockchain prototype for at least one of the use cases. The use cases can cross functions/clouds and even other enterprise systems.</p>
"
p536,Mumbai,DIGITAL,Knowledge of CRM system,"<p>Industry Analysts are telling us that clients expect us to understand emerging market needs and provide them with a reliable view on enterprise platform roadmaps and emerging tech dev and adoption. This knowledge builds credibility with clients, ensures appropriate use of the existing platform capabilities, and reduces technical debt of customizing packaged applications when the capability is near term. To meet this need, the ABC Salesorce practice will conduct an ongoing research project to map the near-term, mid-term and long-term evolution of Salesforce domains/markets, the relevant cloud roadmaps, the roadmap of ecosystem partners/solutions, and ABC&#39; own contributions to these domains via innovation, solutions, and products. For each market/domain, the team will create a future trends map, designed to be validated by our clients and field, and update continuously.</p>
"
p539,Bangalore,DIGITAL,Development Skills,"<p>As part of DevOps Automation, this initiative will help to do automatic code review in DellBoomi Platform</p>
"
p541,Bangalore,DIGITAL,Development Skills,"<p>Design common framework where we need to capture all details either success or failures of the process.</p>
"
p542,Mumbai,DIGITAL,Development Skills,"<p>An untrained instance of ChatterBot starts off with no knowledge of how to communicate. Each time a user enters a statement, the library saves the text that they entered and the text that the statement was in response to. As ChatterBot receives more input the number of responses that it can reply and the accuracy of each response in relation to the input statement increase. The program selects the closest matching response by searching for the closest matching known statement that matches the input, it then returns the most likely response to that statement based on how frequently each response is issued by the people the bot communicates with. 1. A screen to train a Chatbot for the words appearing the system. 2. A chatbot replying to the users based on there queries. 3. Website</p>
"
p544,Kolkata,DIGITAL,Development Skills,"<p>The COVID situation created a surge in demand of online conferencing tool (secured, reliable &amp; scalable). The tool should be able to provide: 1. Chat to peers 2. Join video 3. Record Video in disk 4. Share content</p>
"
p545,Kolkata,DIGITAL,Development Skills,"<p>Given the facts more &amp; more applications are migrating to AWS Cloud, companies need to have more control on the billing. As part of the project, we will provide last 6 months AWS resource consumption percentage as well as the cost. The objective is to build a predictive model using which companies can predict the Cloud Cost given the growth rate of an appications and seasonality of an application.</p>
"
p546,Kolkata,DIGITAL,Development Skills,"<p>Service Desk typically handles more than 10000 calls a day. The conversational chatbot will be helping customer to interact with a bot who will be working as L1 agent and can resolve issues without having any manual intervention.</p>
"
p547,Chennai,DIGITAL,Communication - verbal & written,"<p>Develop pilot solution on AWS Edge cloud using microservices , cloud tools</p>
"
p549,Delhi,DIGITAL,Python,"<p>Platform for automating network operations of Telcos</p>
"
p550,Delhi,DIGITAL,"Data Analytics,Python","<p>Platform for automating network operations of Telcos</p>
"
p551,Chennai,DIGITAL,"Angular/Js,Angular 7+,Javascript,Typescript,Node JS","<p>Development of Components, and UI for improving customer experience, by incorporating Analytics led Interactions</p>
"
p554,Chennai,DIGITAL, Handson in Angular/Js,"<p>Development of Components, and UI for improving customer experience, by incorporating Analytics led Interactions</p>
"
p556,Kolkata,DIGITAL,Microservices,"<p>This is a flexible microservice driven order management solution that helps to address the need for a highly scalable and flexible order management solution</p>
"
p561,Chennai,DIGITAL,"Liquibase,Swagger","<p>A product for enhancing and enabling a guided flow of steps for Customer support Agents while talking to customer. This tool&#39;s core functionality help to integrate multiple input channels (Phone/Internet/Chatbot etc,.) to the back end systems of clients to retrieve information and to help agents complete the activity which customer was trying to reach out for. Role: Work on developing Microservices using Sprintboot to connect each from front end UI to back end API/DB calls. Should be able to integrate code to work with back end connections. Also try out different ways of achieving the expected functionality by conduction certain POC&#39;s and to confirm the possibility and correctness of Microservices. Skill need: Microservices (Spring Boot) development, Maven, Junit, Swagger Liquibase</p>
"
p562,Chennai,DIGITAL,Basics of DB,"<p>A product for enhancing and enabling a guided flow of steps for Customer support Agents while talking to customer. This tool&#39;s core functionality help to integrate multiple input channels(Phone/Internet/Chatbot etc,.) to the back end systems of clients to retrieve information and to help agents complete the activity which customer was trying to reach out for. Role: Product needs to have a strong UI with a Architecture platform that helps in showing any functionality that needs to be displayed for Agents. Knowing UX is a additional advantage for designing and developing the screens for the product. React, Angular, HTML, CSS Node JS Boot Strap</p>
"
p567,Bhubaneswar,DIGITAL,Programming skills and Digital skills,"<p>Developing Automation for Desktop based applications</p>
"
p568,Hyderabad,DIGITAL,Programming skills and Digital skills,"<p>Due to the COVID19 pandemic it becomes absolutely necessary to maintain social distancing. The IOT based grocery store app will monitor what we are shopping and will calculate the bill dynamically and we need not stand in long checkout queues. It will significantly reduce the time for billing and this will also help us in maintaining social distancing.</p>
"
p569,Bhubaneswar,DIGITAL,Programming skills and Digital skills,"<p>XYZ consolidates engagements all across the globe with various delivery tools &amp; technologies. There&#39;s a need to capture all delivery progress data along with RAID (risk, assumption, issue &amp; dependency) information for Project Management &amp; Governance. The idea is to develop a centralised platform which can publish a complete dashboard including the above mentioned parameters, categorically, with filters being enbaled. This will reduce effort in frequent follow ups and will enable easy and efficient reporting.</p>
"
p572,Kolkata,DIGITAL,Should have intererst towards Mobility & App Building,"<p>A web-based application to be developed to match volunteers with skills/courses and students with skill upgrade needs. Registration of teachers Registration of students Admin Section with Approal option. Skill matching and recommendation Students can Opt for the courses/skill Offered By Volunteers. Reports - Volunteer List - Student List - Course details ( Details, Volunteer/Teacher and student list) Future Enhancement - Class Management (Not mandatory)</p>
"
p573,Kolkata,DIGITAL,"Programming Skills, Should have intererst towards Mobility & App Building","<p>A mobile application which keeps track of user&#39;s health and provide useful tips to be healthy. The app will remind Doctors appointments, Pills reminder. Also the app will help user to track their diet plan</p>
"
p574,Chennai,DIGITAL,Programming Skills and should have interest towards digital marketing,"<p>The project is to understand user behavior using web and social analytics platform and provide next best action for end users through machine learning Interns will be working on, &bull; How to set up and utilize Analytics tools &bull; Time series data and analytics &bull; Understanding and use data structures, data modeling, and architecture &bull; Work in Python and data science tools &bull; Presenting the analysis report for desired outcome Tools and Technologies: &bull; Web Analytics tools &bull; Social Analytics tools &bull; Python &bull; Data visualization Ideas</p>
"
p576,Chennai,DIGITAL,Should have intererst towards Mobility & App Building,"<p>To build an eCommerce Android App using Kotlin language for the features where end user could login and search for products. From the product listed user could select and add it cart. Application will allow to add products to the cart. Once it is ready, user could navigate to payment module for their purchase. Application will allow the user to perform product search using Firebase ML kit (Label, Image) Using camera the product bar codes could be scanned and the product details gets displayed in the application</p>
"
p578,Delhi,DIGITAL,JSON and SQLite,"<p>Personalized fitness application which caters to the needs of an individual&#39;s historical medical conditions, nature of profession, daily schedule &amp; mental health. Track the activities performed using varies sensors available in the phone. Share your daily progress, goals, videos, photos with your contacts (phone book &amp; social media including FB, Twitter etc.) and motivate others. Suggest static exercises with images in the app while taking care of any medical condition of the user</p>
"
p580,Varanasi,DIGITAL,Basics understanding of HTML & CSS,"<p>&nbsp;Working as Front End developer</p>
"
p581,Varanasi,DIGITAL,Maven as a build tool for Microservice,"<p>Working as a Java Developer and developing Microservices/ APIs using concept of Spring Boot framework.</p>
"
p582,Varanasi,DIGITAL,API development,"<p>Working as a Java Developer and developing Microservices/ APIs using concept of Spring Boot framework.</p>
"
p583,Kolkata,DIGITAL,API development,"<p>M&amp;S Digital Program comprises transformation of Three Digital Channels, Channel1, Channel2 and Channel3</p>
"
p586,Kolkata,DIGITAL,Java,"<p>A solution or application with design such loose coupled way so that it can communicate or remain responsive while the backend services or the API layer is unavailable due to some issues. Role: A web based application capable of read and store the data in database through the Web API. Web API is fetching the data from database and storing into database. Web app is not calling the API endpoint directly rather pushing the data into a message queue (service bus queue) and API is reading the queue data and pushing into the database. Integration with API management system is needed. Skill need: Azure service bus queue web app (ASP.Net MVC) Web API Azure SQL/ CosmosDB azure function</p>
"
p592,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>HRMS Application of Rajashthan State</p>
"
p593,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>HRMS Application of this Indian State</p>
"
p596,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>Fund Management System</p>
"
p599,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>Internet Banking System</p>
"
p600,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>Internet Banking System</p>
"
p607,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>Gujarat Home HDIITS Application</p>
"
p608,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>E Office Implementation</p>
"
p610,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>TNIGRS provides the comprehensive and rich platform for various registration processes like Land, Society, Marriages, Chits, Firms etc.</p>
"
p613,Hyderabad,DIGITAL,Deep Learning,"<p>Detection of minutiae acurately in a given fingerprint image</p>
"
p614,Hyderabad,DIGITAL,Deep Learning,"<p>Detection of Multiple Core and Delta points in a given fingerprint</p>
"
p615,Hyderabad,DIGITAL,Deep Learning,"<p>If the fingerprint image has overlapped fingers, application should be able to identify and separate them</p>
"
p616,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>Investor Facilitation Portal for Govt. of Gujarat (Single Window Clearance System)</p>
"
p617,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>The ABCD is the regulatory body in the field of this air service primarily dealing with safety issues. It is responsible for regulation of air transport services to/from/within India and for enforcement of civil air regulations, air safety and airworthiness standards. It also co-ordinates all regulatory functions with International ABC .</p>
"
p618,Gandhinagar,DIGITAL,Programming skills and Digital skills,"<p>Integrated Complaint and Grievance Management System for Citizen which provide end to end solution for citizen from raising of compliant and its resolution</p>
"
p623,Chennai,DIGITAL,"Python,ReactJS","<p>As part of the Guidewire XYZ, we will be building AI / ML based bots for PAS / Claims application. Some of the use cases that we plan to implement are: - Assess the Car damages from the Accident Photos or Videos - To identify if the current claims a fradulent claim or not based on the Photo and history of the transactions - Straight through Claims Processing based on the Accident Photos - Video Based messaging to Customers - Policy Servicing Bot Note: The above use cases are indicative. There could be more or less depending on the speed in which the bots are developed</p>
"
p624,Hyderabad,DIGITAL,Programming and Digital Skills,"<p>To verify Cheque image caputured through mobile and show errors as required</p>
"
p628,Hyderabad,DIGITAL,Core Java,"<p>To digitize the induction process</p>
"
p629,Hyderabad,DIGITAL,Dot Net,"<p>To develop online portal for onbaording and offboarding process</p>
"
p630,Chennai,DIGITAL,Cloud knowledge,"<p>This project is aimed to do a end to end solution / POC to demonstrate the interaction of Apache nifi in AWS with Lamda.</p>
"
p633,Chennai,DIGITAL,Programming skills and Digital skills,"<p>As part of the project, we would use Salesforce CRM tool build an App Exchange Salesforce App for Calculating Interest Charge Estimator which can be used in the Cards Buisness for Customer service support. Skill Need - Salesforce Development Tool - Salesforce CRM tool Domain - Banking Basics</p>
"
p634,Chennai,DIGITAL,Python,"<p>For a leading company need to create an in house search engine which should help users on Following 1. Auto Fill/type 2. Personlaised search 3. Auto correction This initiative needs following skill sets and Role 1. Developer - Python 2. NLP 3. Machine Learning Algorithms</p>
"
p636,Kolkata,DIGITAL,Python,"<p>Interactive Voice Response and SMS Service Intergration to get Loan Level Details using AWS Hosting 1. Create OTP for user Validation 2. Get Voice Input for Loan Level Details 3. Create sms response which will feed to registered Mobile number of the user</p>
"
p637,Chennai,DIGITAL,Programming skills ,"<p>A responsive web based application to enable day to day activities of a Delivery Manager. The object (associate/project)attribute should be customizable. This will be developed in Open source tools such as Angular or ReactJs + Java + MySQL combination. Once sufficent user stories are added, it will be taken into TCS for deployment with selecte delivery teams.</p>
"
p638,Chennai,DIGITAL,Programming skills and Digital skills,"<p>To convert existing legacy (pure HTML/JSP/Adobe Flex based) screens to Angular based screens.</p>
"
p639,Chennai,DIGITAL,Java,"<p>Development of new or enhancing existing APIs to enable new Banking features and functionalities. All the application systems of this leading bank is powered by APIs. The APIs defines interactions between multiple software intermediaries</p>
"
p640,Kolkata,DIGITAL,Programming skills and Digital skills,"<p>Capturing Network Request/Response and preparing a predictive model by analysis the data.</p>
"
p641,Kolkata,DIGITAL,Programming skills and Digital skills,"<p>Cucumber by default does not support test data externalization. However while running through CICD pipeline it&#39;s always easier to maintain test data in an external DB. The solution to fetch test data from external DB (MongoDB) and plug it into Cucumber data table</p>
"
p643,Chennai,DIGITAL,Development and Devops,"<p>Problem in hand : We have different backends to cater different type/modes of payments and transfers .Each mode of transfer, we would need to interact to a unique backend.We cannot build different front end applications to interact with different services. Idea/Solution : Build a single presentation service one common request and response structure which Front end would interact Details/Expectations: Presentation service should interact with the domain services(preferably 3)and each of these would accept and return different request and response structure(in other words each one should accept/return unique request and response) Main theme of this initiative is - There should be a single mapper file(in presentation service) which should be able to accept different domain service response , massage/map it and send it to the front end in a single format. Also this presentation service should be extensible - if i would like to onboard a new domain service it should be more a config change/very minimal code change Domain Services could be a dummy service and [optional]could interact with dB(prefarably Azure/Oracle SQL) and return a unique response</p>
"
p644,Mumbai,DIGITAL,Programming skills and Digital skills,"<p>Application aims to create a portal to Manage and maintain employee details. ? Project features to - Add Employees data - Remove data when they released - Update data in case of changes ? Role based accesses will enable unique features for different roles ? Employee Data will include &ndash; Emp #, Name, Lan ID, Grade, emails Ids(Client and Internal), Asset id, token Id, skills and competency details etc. ? It will also provide download and upload features Tech Stack: ASP.NET, C# and MS SQL Server</p>
"
p645,Mumbai,DIGITAL,Programming skills and Digital skills,"<p>IT organisations work with their customers in multiple ways including T&amp;M(Time and Material). T&amp;M engagements warrant their associates to log time in Customer&rsquo;s Project Management tools. IT company is then required to generate bills for its services at an agreed bill rate. This process requires relevant validation and verifications by various teams. The project aims to automate it.</p>
"
p646,Chennai,DIGITAL,Programming skills and Digital skills,"<p>Problem Statement - ABC Learning and Development team shares a details learning progress report on a weekly basis, which is in a spread sheet, hence the team need to spend effort to understand the Learning progress. To make it usable we need a Learning progress Dashboard, Analystics view and Insights view for the users</p>
"
p647,Chennai,DIGITAL,Programming skills and Digital skills,"<p>The document search , to include the users current context in giving out the right document</p>
"
p648,Bangalore,DIGITAL,Analytical skills,"<p>A series of content materials need to be created for the BFSI Technology Advisory Group&#39;s (BTAG) Omni-channel and CX offerings.</p>
"
p650,Bangalore,DIGITAL,"designer,Programming skills ","<p>leverage XR/AR/VR and latest emersive design for UI/UX experience to enhance various banking services .</p>
"
p652,Bangalore,DIGITAL,Programming skills ,"<p>Smart contract development , Middleware framework development for BFSI specific usecases</p>
"
p653,Bangalore,DIGITAL,Programming skills ,"<p>Design and Development of BFSI usecases levraging IOT</p>
"
p655,Bangalore,DIGITAL,CS/IT,"<p>This Assessment Framework is to understand the existing business capabilities of the Banks and evaluate their readiness with respect to launch of a Digital only or Virtual Bank entity across various Business, Technology and Operational consideration</p>
"
p657,Pune,DIGITAL,GRAPH THEORY,"<p>Todays corporate environment has complex IT enabled business processes. While users are entitled to use the applications for the intended use of the business applications, there is always a risk of unintended usage for personal gains. Hence Identity and Access Management tries to balance business need and previledge of entitlements to minimize operational risk. While this is all looks good as a theory it is very challanging to strike a right balance becasue of the business process complexities. The aim of this project is to uncover the intrinsic risks by studying the relationship among Users, User Organizational Hierarchy, Applications Entitlements, Business processes and recommend right structure of profiles of User entitlements that&#39;s comes with highes possible efficiency and lowest possible risk.</p>
"
p661,Pune,DIGITAL,"Neural Network,MySQL     ,Statistics","<p>A risk model built using Machine Learning, that would incorporate a precise behavioral profile of each consumer, will be able to differentiate between authentic and fraud transactions in real time</p>
"
p663,Bangalore,DIGITAL,Python/R programming,"<p>As a user, datamart mart needs to be built which will hold 20 yrs of detailed weather data as history load. Based on the regression model, the output of monsoon can be predicted.</p>
"
p665,Chennai,DIGITAL,"Tensor Flow,Open CV,keras","<p>Project is to compare printed forms being generated from two different systems and indentify if the named field value pairs in both the documents are matching or not</p>
"
p666,Chennai,DIGITAL,"Python,Machine Learning,NLP ","<p>Build a tool that can listen to the team interactions happening in virtual meeting rooms and create Minutes of Meeting based on the conversation</p>
"
p667,Chennai,DIGITAL,RPA,"<p>Provide the digital solution which will avoid manual efforts currently being performed by GPA L1 and L2 Teams</p>
"
p672,Pune,DIGITAL,Java Springboot,"<p>Traditional measures of IT focus exclusively on operational metrics and don&rsquo;t make them relevant to business leaders. This has led to two major problems: First, a significant gap in perceptions about the value and contribution of technology to the organization, and second, a lack of alignment between business goals and IT measures &mdash; leading to costly mistakes. Here are three specific issues that the ideal CIO dashboard must address. They must: Show business leaders not just the costs but the benefits of spending on IT Measure and communicate how IT is helping deliver agility Make a direct connection between IT investments and customer satisfaction</p>
"
p673,Mumbai,DIGITAL,"REST API,GRAPHQL,Angular JS","<p>Create a platfform which acts as a bridge between different Blockchains by allowing to move value between across several protocols. Hence, the sender can pay with the choice of his cryptocurrency, lets say Ethereum [ETH], and the receiver could choose to get paid in Bitcoin [BTC]</p>
"
p674,Mumbai,DIGITAL,"Angular JS,REST API,HL INDY,CORDA,GRAPHQL","<p>To develope a smart contract to retrieve and return identity data from outside its network (off-chain) whenever someone tries to use a DApp, and proceed only if the transaction signer is verified</p>
"
p678,Hyderabad,DIGITAL,Java/J2EE,"<p>User friendly dash board to track the daily activities, accessable to all the team. Should have reporting capabilities of roll up, filtering views etc and export to excel &amp; upload functionality.</p>
"
p682,Kochi,DIGITAL,Programming skills ,"<p>A framework which will integrate with compute clusters like databricks, qubole, livy etc to provide a unified job submission and tracking API</p>
"
p683,Kochi,DIGITAL,Programming skills ,"<p>A framework to build lineage of objects across ETL tools like Informatica, Data stage etc. This can be later integrated with accelerator Dezypher.</p>
"
p684,Kochi,DIGITAL,Programming skills ,"<p>A utility to validate data sets during data migration from databases and files. This may include validation of data in terms of column(s), row(s) in both source and target in different ways like one-to-one comparison, generating and comparing hash values etc.</p>
"
p686,Kolkata,DIGITAL,Machine Learning,"<p>Effective Demand shaping of Prime order fitment and increase in time to sell window by M&amp;S using predictive analytics model</p>
"
p688,Mumbai,DIGITAL,Programming skills and Digital skills,"<p>XYZ Analyzer is an analytical tool that provides insights into the price, volume &amp; mix equation for the customer thereby enhancing margin &amp; profitability.</p>
"
p689,Pune,DIGITAL,sound knowledge of management fundamentals as per current syllabus,"<p>ABC Data Office is working with the Chief Information Officer (CIO) office of ABC in implementing Analytics and Insights for all the business functions in the organization. Data Modeling, Big Data Integration, data lake, visual analytics, advance analytics, data science and machine learning tecniques are used for analytics adoption for a business function. QlikSense has in built visualizations which may not completely meet the user&#39;s requirements. Hence an innovative, user friendly, user interaction-experience driven approach is required to build new visualizations. These are called as extensions and are widely available as third party extensions. However, they may not work appropriately when the product version changes. Qlik has 4 releases every year. The objective is to create user friendly and creative extensions which require less maintenance OR have limited impact of new releases of the product.</p>
"
p691,Pune,DIGITAL, sound knowledge of management fundamentals as per current syllabus,"<p>ABC Associates enter organization feedback in a system and also they enter their own appraisal in another system. Both the systems are emotional oriented. We have to generate a hypothesis if there is any relation between both systems for a specific silo e..g Talent engagement</p>
"
p693,Hyderabad,DIGITAL,"Web Application development,Python","<p>This solution should provide infrastructure automation for deployling of a web application on cloud or virtual enviroment. Skills required: Ansible Programming in Python Knowledge on web applications and databases Monitoring tools</p>
"
